example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split
289057,bath and body lotion,13581,B001RB7UL8,us,E,0,1,train
1002558,high school backpack high sierra,50527,B07P6MMK1B,us,E,0,1,train
1711723,retired not my problem anymore,87284,B087WR5WFB,us,E,0,1,train
1913448,steel-toe boots,97897,B000XERPVA,us,E,0,1,train
289058,bath and body lotion,13581,B001KSR8XS,us,E,0,1,train
1123231,k63 renewed,56824,B0793BX22M,us,E,0,1,train
2162782,when tomorrow starts without me,110842,B09FYW4RCP,us,E,0,1,train
901059,gift for 2 year old boy,45185,B08911Q258,us,E,1,1,train
520449,children should not use pool without adult supervision,25560,B099ZKF1PF,us,E,0,1,train
2135871,walkers for seniors with seat,109411,B07KN15BTR,us,E,0,1,train
2210304,womens winter boots,113402,B01GMU2LVC,us,E,0,1,train
902003,gifts for 2 year boy,45238,B004UU9ZB6,us,E,1,1,train
814514,fish finders for boats,40648,B077PDL6GR,us,E,0,1,train
1354324,micro cd card,68755,B07THMMVTW,us,E,0,1,train
1868867,soap dispenser for kitchen sink,95540,B07SS15W5R,us,E,0,1,train
378083,bolso de mujer en oferta,18155,B085189TWG,us,E,0,1,test
848654,free apps,42453,B00KDSGIPK,us,E,0,1,train
2204192,womens long sweater coat,113082,B075F8RSP8,us,E,0,1,test
1593222,"plastic, satire",81134,B08198LY4Q,us,E,0,1,train
207879,antibiotic ointment packets,9452,B0773L262M,us,E,0,1,train
1043170,ice snow machine,52646,B07RR7WS6T,us,E,0,1,train
578385,contact paper,28570,B07TYX3NQT,us,E,0,1,train
1254079,longboard skateboard,63616,B08CRTRQ45,us,E,0,1,train
520457,children should not use pool without adult supervision,25560,B09B9FGF22,us,E,0,1,train
189889,"amazon ,folding art boxes",8492,B007XPBW3E,us,E,1,1,train
1301199,marvel lego minifigures set,66004,B07WMJYVQR,us,E,1,1,test
1659685,purple light,84579,B07K8BR8ZP,us,E,0,1,train
501825,chain with lock,24568,B07MGYF5YP,us,E,0,1,train
1150480,king cake baby doll,58279,B07PSM5QWH,us,E,0,1,train
2173279,whitening teeth,111421,B00YI5VJW6,us,E,0,1,train
1537686,payless shoes,78256,B01LYET8VB,us,E,1,1,test
1767086,samsung galaxy s9 plus leather cases,90159,B00Z7S81BU,us,E,0,1,train
1901825,squritle,97265,B07V8KG7ND,us,E,1,1,train
313126,belly dancing scarf,14838,B08CZL4DVT,us,E,1,1,test
1741296,router,88794,B003Y5RYNY,us,E,0,1,train
1058312,instant pot air fryer,53455,B07RX9JQGN,us,E,1,1,train
1073582,iphone 7 plus screen protector,54271,B01LXZDPDR,us,E,0,1,train
662443,dherbs products,32898,B00KLLF74W,us,E,0,1,train
1851369,small bookshelf,94613,B07CGCVN82,us,E,0,1,train
1086057,iron man costume,54909,B00IPE0OPO,us,E,0,1,train
194931,american crew tea tree 3 in 1 shampoo,8767,B000MD65FO,us,E,1,1,train
287192,bassinet sheet,13488,B07H44WZCL,us,E,0,1,train
1363882,minecraft figures,69251,B07XB3JGCR,us,E,0,1,train
109945,4xl funny tshirts for men,4472,B002GHC1WA,us,E,1,1,train
1365734,mini classic nes console,69351,B07P875QTN,us,E,0,1,train
219235,aquacal heat pump,10008,B004TSBNB4,us,E,0,1,train
109934,4xl funny tshirts for men,4472,B07KCMXN55,us,E,1,1,train
674414,dirtbikes 250cc cheap,33489,B07W8YZ9MK,us,E,1,1,train
57090,14k gold toe rings for women,2128,B015GBI2XY,us,E,0,1,train
1805424,shaker bottle,92197,B08JWSJB37,us,E,0,1,test
1906719,stand white board,97525,B0933BCHQM,us,E,0,1,test
1711695,retired not my problem anymore,87284,B092FCS6Q4,us,E,0,1,train
1906736,stand white board,97525,B07NZ4MB62,us,E,0,1,test
2023748,toddler detangler spray,103641,B07NQCBRKK,us,E,0,1,train
1411005,music earrings for women,71684,B00IRPSKAM,us,E,0,1,train
27368,1-piece poly pjs,960,B01J4D3MW6,us,E,0,1,test
479942,carving knife,23466,B07P578XFV,us,E,0,1,train
1603716,pocket yoga pants,81685,B07S334JFD,us,E,0,1,train
218361,aprilaire a35w,9966,B008RH658Y,us,E,1,1,train
1257868,louis vuitton,63798,B086J85JRB,us,E,0,1,train
199736,andency grey quilt set,9019,B0948SZTCC,us,E,0,1,test
1778403,scagen. watches for woman,90779,B074WCCZNX,us,E,0,1,test
1557463,pet potty grass mat,79247,B07M95BWR8,us,E,0,1,train
1497805,organicbone broth,76176,B06XY7DZ4L,us,E,0,1,train
743480,elbow brace,36978,B071D5LNSX,us,E,0,1,test
1744796,rubberized coating white rv,88973,B01EM9GAA8,us,E,0,1,train
1427065,navy blue christmas ornaments,72495,B07YKWZT3W,us,E,0,1,train
1949791,swimming pool with slide,99831,B07MBHK9SY,us,E,1,1,train
1265370,luigi adult hat,64167,B00J3QHTAG,us,E,0,1,train
1593225,"plastic, satire",81134,B01M2YCERB,us,E,0,1,train
1979285,tekonsha wireless brake controller,101278,B0064ECESM,us,E,0,1,train
1400964,mp3 player without voice recorder,71187,B01LZVDMEL,us,E,1,1,test
693606,dog nail clippers,34476,B004QJYZ52,us,E,0,1,train
1744798,rubberized coating white rv,88973,B00PHNPG90,us,E,0,1,train
530277,christmas windup toys,26096,B07Y39D7WS,us,E,0,1,train
1928250,stuffed elephant for baby,98718,B00SUEEFOK,us,E,0,1,train
2009134,throne chairs for party cheap,102903,B08KW163WT,us,E,1,1,train
856996,fruit organic,42897,B00PDN097S,us,E,0,1,train
961917,hair mask,48366,B00I32AN4K,us,E,0,1,train
1906739,stand white board,97525,B07Q81STFC,us,E,0,1,test
1344010,merry christmas my friend ornament,68200,B00UEB039I,us,E,0,1,test
984403,hd curved monitor,49545,B08CXD9TFZ,us,E,0,1,train
1410997,music earrings for women,71684,B075THM8BJ,us,E,0,1,train
1442399,nhl pool balls,73323,B0719SB73J,us,E,1,1,test
1311521,maxair fan,66524,B003ZOF09Y,us,E,1,1,test
803924,fiber optic christmas tree,40095,B076FV7DC6,us,E,0,1,train
1353305,michigan pacifier,68694,B001395KIY,us,E,0,1,test
2049472,travel cosmetic organizer,104985,B097XRS9JJ,us,E,0,1,train
411222,brithest led h11,19863,B07ZQ23P2P,us,E,0,1,train
1150490,king cake baby doll,58279,B01HQIDIOS,us,E,0,1,train
2018603,tire pressure gauge,103385,B07SQ9MGLN,us,E,0,1,train
711638,dress formal for women,35424,B015H82TDU,us,E,0,1,train
399169,boys onesie,19227,B07CMVS6CX,us,E,1,1,train
1765536,samsung galaxy j4 core case with screen protector,90070,B07V45TBWW,us,E,1,1,test
1710943,restaurant tumblers 16oz,87245,B01BTE9X4Y,us,E,0,1,train
728199,dyson v8 battery,36246,B07F6X8D1R,us,E,0,1,train
2032663,tool roll car,104113,B07CT83B66,us,E,0,1,train
1640627,progesterone cream,83602,B00V2WT3LM,us,E,0,1,train
109937,4xl funny tshirts for men,4472,B00NMFM0MG,us,E,1,1,train
1239520,liquid probiotic for women,62839,B074PY8734,us,E,1,1,train
734678,ecco golf shoes womens,36566,B07T2PGRZ9,us,E,0,1,test
2094883,usb port surge protector soundbar,107350,B07W48M1NY,us,E,0,1,test
1914843,step tracker,97975,B07TPSBNV6,us,E,0,1,train
847301,frame mounting pendants,42385,B01JNT2VBY,us,E,1,1,train
507520,chaos dragon levianeer,24848,B084P6PQGY,us,E,1,1,train
462676,canvas prints,22544,B07L5758YC,us,E,0,1,train
820307,five wars fred johnson,40950,B000I55YR6,us,E,0,1,train
2079844,umbrella repel,106526,B06XGTVG2M,us,E,0,1,test
177722,alesis forge drum kit,7839,B07HYTRL7D,us,E,1,1,test
89924,3/8 triglide black,3563,B07B2ZYCMB,us,E,0,1,test
803926,fiber optic christmas tree,40095,B01M3TDC4O,us,E,0,1,train
693065,dog jogger stroller,34447,B00CGYE20W,us,E,0,1,train
964335,half water gallon,48497,B083F1JT19,us,E,0,1,train
707236,dr seuss book,35187,0007823509,us,E,0,1,train
528672,christmas purse,26002,B07NZ3TH11,us,E,0,1,test
2210301,womens winter boots,113402,B06XR6S5H4,us,E,0,1,train
964336,half water gallon,48497,B07ZVH88BM,us,E,0,1,train
1778402,scagen. watches for woman,90779,B077SMJS3D,us,E,0,1,test
520459,children should not use pool without adult supervision,25560,B09BCLPSL9,us,E,0,1,train
615815,cuadros electricos,30517,B07FMD8388,us,E,1,1,train
1921628,storefront rgb lights,98347,B06XKTC6B1,us,E,0,1,test
1229513,light set videography,62327,B07N4H98RF,us,E,0,1,test
776969,expresso coffee machines,38701,B01LWUI6B8,us,E,0,1,train
425064,bungee cords with hooks 48 inch,20600,B00B7PZ9MQ,us,E,1,1,train
1933325,sugar free gum without aspartame,98980,B01J278YIQ,us,E,0,1,train
1133807,kettle for dipping hair,57369,B00023XCWS,us,E,0,1,train
1936094,summer spa house slippers,99106,B083DG21QK,us,E,0,1,test
1933334,sugar free gum without aspartame,98980,B07D91DTV7,us,E,0,1,train
1906713,stand white board,97525,B08XYFR99R,us,E,0,1,test
1427061,navy blue christmas ornaments,72495,B092VRL3FD,us,E,0,1,train
1019834,hot tent,51443,B07Z62JK5H,us,E,0,1,test
1241907,little live pets mouse toy,62968,B0196KSPFQ,us,E,1,1,test
2124291,vinyl stickers sqaure,108818,B07K2Q53FC,us,E,1,1,train
973421,handyman tool set,48969,B07PLYDVSM,us,E,0,1,train
2009137,throne chairs for party cheap,102903,B08MQ4ZFFH,us,E,1,1,train
398917,boys jeans,19216,B072SNWJP1,us,E,0,1,train
388419,bose wireless portable home speakers,18683,B07FD5FZ9P,us,E,0,1,train
528681,christmas purse,26002,B075TWWWXN,us,E,0,1,test
1141809,kids furry slippers,57816,B082WCN5X5,us,E,0,1,train
253468,baby bags,11731,B07171H6HS,us,E,0,1,train
1864694,sneaker shields,95324,B07XY9RPRJ,us,E,0,1,train
1086046,iron man costume,54909,B07X4KMBYT,us,E,0,1,train
1691446,rectangle surface mount sink,86215,B018S1Q0VU,us,E,0,1,train
1825905,silicone ice tray with lid,93273,B07DJMCRC8,us,E,0,1,train
1671355,race car onesie,85181,B07TYV23CJ,us,E,0,1,test
104375,40th birthday decorations,4204,B07FVBJ54C,us,E,0,1,test
961907,hair mask,48366,B07Y29JGSK,us,E,0,1,train
1681364,ravens license plate,85705,B001DUXWFQ,us,E,0,1,train
199828,anderson window replacement right hand operator,9024,B000FKBRY8,us,E,1,1,train
693593,dog nail clippers,34476,B0883BXGQ5,us,E,0,1,train
195661,american girl doll travel suitcase,8803,B01M8PNKPA,us,E,0,1,test
1759515,sakai mask,89736,B08D66NGKC,us,E,1,1,test
224118,ariana grande perfume,10256,B01JSH53PC,us,E,0,1,train
1741300,router,88794,B01LXL1AR8,us,E,0,1,train
219227,aquacal heat pump,10008,B075L33CQ6,us,E,0,1,train
772990,evening dresses for women evening party,38489,B07HSW73P2,us,E,0,1,train
1395391,motor mount,70897,B010GP6JVC,us,E,0,1,train
2087683,universal wireless phone charger,106957,B07NZ1W22H,us,E,0,1,train
557147,coin & button cell batteries,27481,B009108SGS,us,E,0,1,test
2197304,women's birthday gifts,112710,B07SN7RR1L,us,E,0,1,train
578400,contact paper,28570,B07DV9P1JT,us,E,0,1,train
1438182,new balance fuelcore nergize,73084,B07RMVZDZ3,us,E,0,1,train
2029167,tolietry travel bag mens,103934,B08RYVH8YZ,us,E,0,1,train
1668469,quick dam,85026,B07SH9MXPH,us,E,0,1,train
534081,cigarone cigarette,26282,B014B20XEA,us,E,1,1,train
2044180,track jacket xxl,104692,B07L511FSL,us,E,1,1,train
1367173,mini ip network nvr h.265,69428,B00VUVIH9Y,us,E,0,1,train
1462269,north face women hiking backpack,74358,B07MLVQC1Y,us,E,0,1,train
19710,1 can of pumpkin for dogs without sugar,693,B07P9RTMBK,us,E,1,1,train
78005,24 wedge pillow,3023,B07CG8H7GT,us,E,0,1,train
1796251,sensitive skin sampoo for baby boy,91731,B07D2JMJPS,us,E,0,1,train
799300,feaux succulent plants in pots,39851,B07S6R7SDW,us,E,0,1,train
1158608,kitchenaid hand blender,58687,B06XY8NMZG,us,E,0,1,test
1363893,minecraft figures,69251,B07BCBT36F,us,E,0,1,train
289532,bath cleaner scrubber,13607,B08GG3KQ9X,us,E,0,1,train
1603694,pocket yoga pants,81685,B09321YD3L,us,E,0,1,train
2062345,tue dye crocs,105637,B0787HV3FV,us,E,0,1,train
2004791,thigh high plus size socks,102677,B07WHX1C9V,us,E,0,1,train
994220,hefty kitchen trash bags,50070,B01BZ0N69U,us,E,0,1,test
507527,chaos dragon levianeer,24848,B07FKY8QFM,us,E,1,1,train
289074,bath and body sanitizer holder,13582,B011CUTWWI,us,E,0,1,test
109952,4xl funny tshirts for men,4472,B077JCQG6B,us,E,1,1,train
484114,caster oil,23688,B0001ZZSSS,us,E,0,1,train
689988,dog beds donut,34290,B077XSLGMP,us,E,0,1,test
1744379,rubber mallet,88952,B07KF2STN2,us,E,0,1,test
1626040,power extension cable compatible with wyzecam,82833,B07WWVZ69D,us,E,0,1,train
89927,3/8 triglide black,3563,B074KFK5SH,us,E,0,1,test
984409,hd curved monitor,49545,B07PZR2YY4,us,E,0,1,train
1058304,instant pot air fryer,53455,B07VT23JDM,us,E,1,1,train
996195,hemostats,50181,B00GGAAPD0,us,E,0,1,test
180746,alicia keys best of,8004,B083XX3SRX,us,E,0,1,train
608520,crimper hair iron hot tools,30138,B0095IUQK2,us,E,1,1,train
1766331,samsung galaxy s10 plus screen protector,90114,B07PX2VYTZ,us,E,0,1,train
1796263,sensitive skin sampoo for baby boy,91731,B004L5JCZ4,us,E,0,1,train
479958,carving knife,23466,B07C569774,us,E,0,1,train
595640,cotton footie pajamas,29465,B07GG24KFD,us,E,0,1,train
1072720,iphone 7 case incipio,54220,B01JPIBDW6,us,E,0,1,train
849689,freestanding laundry hamper,42513,B07XNST12B,us,E,0,1,train
996194,hemostats,50181,B00JKW5QC6,us,E,0,1,test
1847082,sliding screen door,94393,B073YTBXZ5,us,E,1,1,train
1933320,sugar free gum without aspartame,98980,B0711V786T,us,E,0,1,train
78004,24 wedge pillow,3023,B07F1VWRR3,us,E,0,1,train
885653,garden decoration outdoor,44380,B07XCTC6KW,us,E,0,1,train
1691450,rectangle surface mount sink,86215,B07C2192QB,us,E,0,1,train
195666,american girl doll travel suitcase,8803,B017719S34,us,E,0,1,test
1371220,minnesota wild 3/4 zip,69637,B07CK1QSJ3,us,E,1,1,test
1744384,rubber mallet,88952,B07W4DXSRY,us,E,0,1,test
241464,aunt not ant,11136,B000BQT5IG,us,E,1,1,train
2212014,wood chisel,113496,B07SDBNNJL,us,E,0,1,train
2049480,travel cosmetic organizer,104985,B072B94GXN,us,E,0,1,train
857001,fruit organic,42897,B019QXAZ3S,us,E,0,1,train
1173539,labradoodle decal,59431,B0125VBS5C,us,E,0,1,train
662447,dherbs products,32898,B00KLLEL1W,us,E,0,1,train
425058,bungee cords with hooks 48 inch,20600,B07FXR6S5B,us,E,1,1,train
1780137,scented wax warmers,90870,B083Z3PM9S,us,E,0,1,train
960194,hair clip,48279,B00H95T0Z0,us,E,0,1,test
1117377,juice wrld hoodie,56532,B08686T4RR,us,E,0,1,train
2232467,xr iphone case,114554,B07H9PN1KF,us,E,0,1,train
1932688,suede wallet,98949,B07BP4TVDT,us,E,0,1,test
1301514,marvel visionaries,66023,B08D37K886,us,E,0,1,test
1910511,starbucks vanilla latte k cup,97737,B01M0H4JCY,us,E,0,1,test
1913431,steel-toe boots,97897,B01HSGV8HC,us,E,0,1,train
1603697,pocket yoga pants,81685,B098LCQRGP,us,E,0,1,train
302665,beany babies,14272,B00S4RLOEW,us,E,0,1,test
910037,girls size 12 nike sweat suit,45682,B07K8V7VM1,us,E,1,1,train
833647,fly sheet 82,41645,B07WZWXFH3,us,E,0,1,train
1593224,"plastic, satire",81134,B07KX1MF8N,us,E,0,1,train
1460291,nonyx - nail fungus gel,74261,B00DT4EE92,us,E,0,1,train
1778414,scagen. watches for woman,90779,B001WAKQF6,us,E,0,1,test
854347,front bumper parts,42751,B01MEGAERH,us,E,0,1,train
1331970,mens diesel watches,67563,B077C7WXSQ,us,E,0,1,train
413450,brother laser printer all in one,19990,B07FMX1RXT,us,E,0,1,train
2210278,womens winter boots,113402,B0787QZ71S,us,E,0,1,train
470147,carbon fiber steering wheel,22944,B005K5IRB4,us,E,0,1,train
1767946,samsung not 9,90213,B07XVS6NQH,us,E,0,1,test
801579,fender electric guitar,39973,B07TCJKCVG,us,E,0,1,train
186071,alpha chi omega,8284,B07HKRPP6H,us,E,0,1,test
1557448,pet potty grass mat,79247,B07VCHR6Z6,us,E,0,1,train
2026541,toddler winter dresses,103806,B07Y7X9D5Z,us,E,1,1,test
2139170,wall sticker berr,109576,B08CDV855C,us,E,0,1,train
305341,beautyrest mattress,14421,B07RVYQZ2X,us,E,0,1,train
57082,14k gold toe rings for women,2128,B07VZZ22GS,us,E,0,1,train
1497806,organicbone broth,76176,B01N9I8HQS,us,E,0,1,train
1123233,k63 renewed,56824,B06XC1WNPT,us,E,0,1,train
207887,antibiotic ointment packets,9452,B000NQ10FK,us,E,0,1,train
1547428,pencil sharpener,78732,B07X116ZGJ,us,E,0,1,train
812095,fire worka,40523,B07J58BC2V,us,E,0,1,train
1072716,iphone 7 case incipio,54220,B01K6ZE4NM,us,E,0,1,train
2070443,twin bed sets for girls,106045,B07TNH8CK7,us,E,0,1,train
509502,charge controller,24951,B072MMDY4F,us,E,0,1,train
1445489,nike air max tailwind,73484,B081ZGCNFJ,us,E,1,1,test
388421,bose wireless portable home speakers,18683,B079RMK22K,us,E,0,1,train
2218351,work tote,113833,B0754DFVPM,us,E,1,1,train
1229808,light up car ashtray,62343,B08BNZCGXY,us,E,0,1,test
388428,bose wireless portable home speakers,18683,B01HETFPTU,us,E,0,1,train
790632,fake teeth haloween,39392,B083XN4WPN,us,E,0,1,train
1671361,race car onesie,85181,B07DW8KMS6,us,E,0,1,test
1284447,makeup brush set,65122,B07XXQL3Y1,us,E,0,1,train
1229810,light up car ashtray,62343,B082TVT1TD,us,E,0,1,test
960181,hair clip,48279,B01MXZVK38,us,E,0,1,test
1936108,summer spa house slippers,99106,B07H3PL5V3,us,E,0,1,test
960182,hair clip,48279,B07VLGLFJ3,us,E,0,1,test
1002563,high school backpack high sierra,50527,B017EGL0EC,us,E,0,1,train
951984,gucci hat,47864,B07LCRVSFP,us,E,0,1,train
1019833,hot tent,51443,B0836TDFD6,us,E,0,1,test
1547436,pencil sharpener,78732,B0006HVPW4,us,E,0,1,train
305347,beautyrest mattress,14421,B07BV2LQ9J,us,E,0,1,train
1019843,hot tent,51443,B004E4AVY8,us,E,0,1,test
1284427,makeup brush set,65122,B07W41895X,us,E,0,1,train
628063,cutting crimping tool,31140,B0778VJZBC,us,E,0,1,train
792214,fall shower curtain hooks,39469,B09B57LQ2K,us,E,1,1,train
1311846,maxi pads without wings,66539,B001G7QUYQ,us,E,1,1,train
1257858,louis vuitton,63798,B07V6Q6C4X,us,E,0,1,train
1203583,led motion mr,60983,B00OJOIWW6,us,E,0,1,train
195667,american girl doll travel suitcase,8803,B00OKRXSFS,us,E,0,1,test
901071,gift for 2 year old boy,45185,B07Q72CGBB,us,E,1,1,train
425410,bunkbed with trundle and steps,20617,B07JJGKL4Y,us,E,0,1,train
2032578,tool kit for rc cats,104108,B07YKJ1LBJ,us,E,0,1,train
527251,christmas glasses,25921,B07YZGGWRT,us,E,0,1,train
798024,faux headboard,39789,B09DGGN252,us,E,0,1,train
479963,carving knife,23466,B005IW5YN8,us,E,0,1,train
1547427,pencil sharpener,78732,B08521L9H2,us,E,0,1,train
2179878,wind strip for windows,111775,B07ZM6PB54,us,E,0,1,train
2052702,tree stump table,105160,B07PGD2454,us,E,0,1,train
1780110,scented wax warmers,90870,B0942SVMVG,us,E,0,1,train
816498,fishing lure sheet set,40752,B07YNP1RDV,us,E,1,1,train
26181,1 ‘ velcro without adhesive for sewing,924,B07MX3T9D2,us,E,1,1,train
1805410,shaker bottle,92197,B0869FTR5N,us,E,0,1,test
2194994,women overall,112585,B07KMHDM8P,us,E,0,1,test
1784431,scrapbook paper,91107,B07FFLR973,us,E,1,1,test
2197280,women's belt,112708,B0077IJT96,us,E,0,1,train
1086051,iron man costume,54909,B07L4RM5HB,us,E,0,1,train
1839981,sketch book,94006,B077SML6N5,us,E,0,1,train
882400,gaming chair with footrest,44222,B07DPMBG2C,us,E,1,1,train
1682549,ray stevens cd,85766,B000000D0S,us,E,0,1,train
1906718,stand white board,97525,B0925K29K2,us,E,0,1,test
264675,babys first year,12330,B014QE0NUC,us,E,0,1,train
10059,.2mm magnetic lashes without eyeliner,343,B08DK7V72N,us,E,1,1,test
189972,amazon alexa adapter,8497,B06XX1MSJQ,us,E,0,1,train
1301540,marvel visionaries,66023,0785130276,us,E,0,1,test
2198619,women's sweatshirts without hoods,112783,B08NSK69WN,us,E,1,1,train
1542151,pearl beads 26 gauge,78457,B07SKFHMBN,us,E,0,1,train
1528590,parachutes,77790,B07QJG9XPC,us,E,0,1,test
1297859,marine radio,65815,B07K6T9F43,us,E,0,1,train
1257883,louis vuitton,63798,B01C5NM5JI,us,E,0,1,train
1906712,stand white board,97525,B08JPWS282,us,E,0,1,test
790538,fake pregnant belly bump,39386,B07NZLP2WQ,us,E,0,1,train
885658,garden decoration outdoor,44380,B07NJBFPMT,us,E,0,1,train
1186124,large kites for adults,60088,B08HND474P,us,E,1,1,train
984405,hd curved monitor,49545,B083FJ8TSJ,us,E,0,1,train
1691441,rectangle surface mount sink,86215,B07TZJXQ72,us,E,0,1,train
1025303,hp pavilion,51740,B07TKF3DHV,us,E,0,1,train
516009,cherry mx brown,25318,B08549L41P,us,E,0,1,train
1759516,sakai mask,89736,B08FFVFK9C,us,E,1,1,test
2079068,ultrasonic cleaner,106490,B01HBDUM74,us,E,0,1,train
856963,fruit organic,42897,B07JP3ZHHS,us,E,0,1,train
2071651,twine needle,106108,B08245XDCS,us,E,1,1,train
109954,4xl funny tshirts for men,4472,B073QJM3MR,us,E,1,1,train
2162775,when tomorrow starts without me,110842,B091YZJ88R,us,E,0,1,train
2136267,walking shoes for babies,109431,B000BNT3A4,us,E,0,1,train
1778406,scagen. watches for woman,90779,B00TH1LXDG,us,E,0,1,test
1440541,newborn ear plugs,73219,B007BEIKGO,us,E,1,1,test
1449581,nike women long sleeve,73704,B07RF1RWRH,us,E,0,1,train
1949802,swimming pool with slide,99831,B00HIWWKPQ,us,E,1,1,train
1537685,payless shoes,78256,B076D15GYF,us,E,1,1,test
261624,baby shower decorations girl purple,12173,B07RV84M27,us,E,0,1,train
2079057,ultrasonic cleaner,106490,B00786JPGO,us,E,0,1,train
2169656,white nike womens,111214,B07H81GWXC,us,E,0,1,test
261631,baby shower decorations girl purple,12173,B077T7V78J,us,E,0,1,train
1682542,ray stevens cd,85766,B000B9EY70,us,E,0,1,train
527254,christmas glasses,25921,B07ZZFSGYG,us,E,0,1,train
109931,4xl funny tshirts for men,4472,B094455WHN,us,E,1,1,train
430699,button up,20908,B07J6HT6RS,us,E,0,1,train
2204184,womens long sweater coat,113082,B07NSDY6KX,us,E,0,1,test
1076112,iphone case,54413,B07W4FMQ5Y,us,E,0,1,train
1805449,shaker bottle,92197,B07JFRT8QR,us,E,0,1,test
984406,hd curved monitor,49545,B07YWLZJP4,us,E,0,1,train
1301200,marvel lego minifigures set,66004,B07WJQW3Y2,us,E,1,1,test
1613327,pool tip tool,82186,B07PZ63HNK,us,E,0,1,train
1301502,marvel visionaries,66023,B07BX3JZ3Q,us,E,0,1,test
218363,aprilaire a35w,9966,B000BVPVOI,us,E,1,1,train
1073451,iphone 7 plus covers,54263,B07TL74L3W,us,E,0,1,train
969761,hamster habitat,48782,B074FH47MQ,us,E,0,1,train
1254089,longboard skateboard,63616,B07SZ4YH9G,us,E,0,1,train
2228777,xiao long bao,114364,B07H6M9TMK,us,E,1,1,test
1522998,pant waders,77506,B074NYF5ZJ,us,E,1,1,train
186065,alpha chi omega,8284,B07D7HYC8S,us,E,0,1,test
1851377,small bookshelf,94613,B00PC5DRPS,us,E,0,1,train
222037,archery kisser buttons,10147,B001F0KB9Y,us,E,0,1,train
964329,half water gallon,48497,B0878TCQ4H,us,E,0,1,train
10083,.2mm magnetic lashes without eyeliner,343,B07FNXBDY3,us,E,1,1,test
1046150,illenium jon bellion good things fall apart,52794,B07VWSXRD9,us,E,0,1,train
1910514,starbucks vanilla latte k cup,97737,B01IVPRGRU,us,E,0,1,test
